id,folding
5s_Mycoplasma-gallisepticum-4,.((((((......((((((((..(((..((((.............))))..)))...))))))))...........((....)).............))))))..........
5s_Oenococcus-oeni-1,.((((((((....((((((((........(((((.......)))))...........)))))).))..........((.(((((....))))).))...........)))))))).
srp_Sulf.toko._BA000023,(((((((....((((((((((.......))))))....((((((......)))))))))).....(((((((((((((((.(((.((((((((((((((((((...(.....((((((.(((((((((((.((((((((((((((((((((((....))))))))))).)))))))..(((((.....(((.....(((....))).....)))..))))).))))))).))))))))....))))))..)...)))))))).....))))))))))..))))))))))))))))))..)))))))..
srp_Caen.eleg._AY948607,..((((((((......))))))))...(((((....)))))....((((((((.(..(((((...(((((((....((((((((((.((.(((.((......((((((((((.((((.(((((((((((((.((((.((((((((....)))))))).)))).))))........(((((...((.((....(((....)))....))))...))))).)))))))))..)))))))))...)))))...)).)))))))))))))))))))))).....)))))..)))))))))....
5s_Acidithiobacillus-ferrooxidans-3,((((((((((.....((((((((....(((.(((((.......)))..))...)))...)))))).))(((.((....((.(((((...))))).))....)).)))..)))))))))).
srp_Stre.livi._AY081854,(((((((((((((.(((((.((((((.....(((.....(((....))).....)))..))))))...)))))..)))))))))))))..
tmRNA_Erwi.caro._BX950851_1-363,.((((((((((((.......))))))).....)))))..(((....))).....(((((..............))))).........((((....)))).........((((((((((.........)))))))).))(((((((((((....(((.......))).))))....)))))))..........................(((((............)))))..........(((....((((((((((.(((........))).))))))))))...........)))....................(((.((((.(........(((((.......)))))).)))).))).
5s_Ralstonia-solanacearum-2,.(((((((((((...((((((((....(((.(((((.......)))..))...)))...)))))).))((........))((((....)))).........)))))...))))))
tRNA_tdbR00000559-Triticum_aestivum-4565-Tyr-GPA,....((((.((((........)))).))))......((((....))))..((((((((..((....))))))))))
RNaseP_TP1,.............((((((...((.......((((((...))))))..(((....)))..........(((((.................((((....))))((((....((.....((((((.......))))))..)).))))..........))))).........))....))))))............((((((...((((.......))))))))))(((............((((.(((....))).))))((.(((((.......))))).))....)))......
tRNA_tdbR00000421-Rattus_norvegicus-10116-Ser-IGA,(((((((.........(.......(((((((.......)))))))(((...))))..(((((.......))))))))))))....
5s_Dryopteris-acuminata-1,..((((((((....((((((((...((..((((.(......)...))))..))..)))))..).))(((((.((....((((((.((....))))))))...)).)))))))))))))...
tmRNA_Vibr.spec._TRW-345075_1-368,....(.......((((((.....))))))....).....(((......((((((.......)))))).......)))...........((((....))))..........................((((((.....(.(((((((((.......(((.........))))).....))))))).).((((...(((((((((((.(((((....((((............))))......))))).))))))).........))))...)))).)))))).......................................................((..(((((.......))))).....))....
srp_Lact.john._AE017198,.(((((((((((((...((.....((((....(((....)))....))))...))....)))))))).)))))................
tRNA_tdbR00000507-Bacillus_subtilis-1423-Ini-CAU,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....
5s_Erysipelothrix-tonsillarum-1,(((((((((..((((((((((...((..((((((.......)))))..)..))....)))))).))...........(((((.....)))))..........))))))))))).
5s_Dirofilaria-immitis-1,(((((((((....((((((((...((..((((..((....))..))))..))....)))))).))((((((......(((((.(((....))).)))))....))))))))))))))).
23s_S.aureus_domain3,.((((((.......))))))..(((((((((........((((((...((.....)).)))))))))))))))((((...(((...(((....)))...)))...)))).(((((........)))))..(.(((...((((.......))))))).)...((((........((...((((((((.....))))))))....(((((..(((((((((((.((.....))))))))).....))))..)))))........(((((((...))))))).....))..........))))...............................................................................
5s_Halorubrum-distributum-5,(((((((((....((((((((..(((...........(((((....))))))))...)))))).))(..(((((.....(((.((.((....))))))).....)))))..)))))))))).
srp_Anop.gamb._CD747410,(((((((((........)))))......(........)..)))).((((((((..((((((..((.((((....(((.(((((((..(((.((((.....((((((((((.(((((.(((.(((((((((.((((((((.((((....)))).)))))))).)))))....(..(((((.(....(((....(((....)))....)))..).)))))).)))).)))..))))))))...)))))))..)))).))))))))))))))))).))....))))))..))))))))
RNaseP_N.pyridinolyticus,......(......((((((.....))))))((((....))))..........).............(((((((((....)))))))..))..........((((........))))..((.(((((....))))).))...............((........)).......((((((((....)))))))).(((((((......(((((...)))))..)))))))(((.(((((.....((((((((....)))))))).........)))))))).(((....)))..
5s_Mycoplasma-flocculare-1,.(((((((((........((((......((((.............))))........)))).......(.......((......)).......)...))))))))).
5s_Mycoplasma-gallisepticum-2,.((((((......((((((((..(((..((((.............))))..)))...))))))))...........((....)).............)))))).........
RNaseP_F.antarctica,......((((.(.(((((((...)))))))((((....)))).....).)))).............((((((((((((....)))).))))))..)).......((((((.......)))))).(((((((((....)))))))).)...................((..((((.....((((.((((((....)))))).)))).(((((((......((((.....))))..)))))))....)))))).((.((((((((....))))))))......)).........((((((((....))))))))
srp_Shew.deni._CP000302,(((..((((((((((.(((((((((((...(((((.....(((.....(((....))).....)))..)))))....)))).))).))))....))))))))))..))).....
srp_Tryp.bruc._AF047723,...((((((.....))))))...................((((((.((((.((((.(((((....(((.((((((((.(((.....(((((((((((((......((....((((((.((((.((((.((....)).)))).)))))))))).....))...((((((((((....(((....)))....)))...........)))))))...)))))...))))))))..)))...)))))))))))...))))))))).)))).))))))
tRNA_tdbR00000452-Mycoplasma_mycoides-2102-Val-UAC,(((((((.(((((........)))))(((((.......))))).....(((((.......))))))))))))....
tRNA_tdbR00000180-Bacillus_subtilis-1423-Lys-UU,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....
srp_Cryp.homi._GSP-353151,....(((((((......))))))).....................(((((((((((((......(.((((((....((.((((((.....((((((((.((((.((.(((((.((((((((((((..(((((((((((((....)))))))))))))..))))).(((.(((((......(((....(((....)))....)))....)))))))))))))).)..)))))))....)))).)))))))))))))).))......)))))).).......))))).....))))))))..
5s_Thermotoga-petrophila-1,((((((((((((.....(((((((((..(((.((.(((((......))))).))..)))...)))))))))(((.((....((((((((....))))))))....)).))).))))))))))))
tRNA_tdbR00000586-Aeropyrum_pernix-56636-Met-CAU,(((((((..((((.........))))((((((.......))))))....(((((.......))))))))))))....
5s_Streptococcus-pneumoniae-1,((((((((.....((((((.......))...............(((((..(...((((((..(((..(....)..))).))))))..)..)))))...))))...))))))))..
5s_Schizochytrium-aggregatum-1,(((((((((....((((((((.......((((..((....))..))))........)))))).))(((((((((((.((.......)).))))))).........))))))))))))).
5s_Bacillus-cereus-11,((((((((((...((((((((...((..((((((.......)))..)))..))....)))))).)).((..........(((((...))))).((....)).)).)))))))))).
tRNA_tdbR00000518-Saccharomyces_cerevisiae-4932-Ini-CAU,..((((.....................(((((.......)))))....(((((.......))))).))))......
tRNA_tdbR00000439-Spinacia_oleracea-3562-Thr-GGU,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....
tmRNA_Myco.smeg._CP000480_1-369,(((((((...((.(((((.........))))).)).((........(((((.(.(((...((((((........(.................((((.(((....))).)))).....)(((.(((((.....))))).)))))))))))).))))))((((......(((((((.(((((((((...((.(((.......((((((((((((....).)))))))))))................(.((........)).)((((.((((((((.................................)))))))).))))))).))...)))))..)))).)))))))..))))))..)))))))....
5s_Andrias-japonicus-1,(((((((((....((...........(((((((.....(((((...........))))).))))))).............))..((....))((((((.....)))))))))))))))...
srp_Leis.dono._AY781794,.....((((.(((((((...((((.((((((((.(.....).))))).))).))))....))))))).))))......(((((.(.(((((((((((....)))))))...)))).))))))................
RNaseP_SM-A5382,...............(((...(((..(((..(((((.....))))).((((....))))........................(((((.(((((.((((((...(((....(((((((.......))))))).))))))))).)))))))))).........)))..))))))((..((((((....((((((...((((((...))))))))))))...))))))))....(((((((((....)))))))))..((..........))....................
5s_Methylobacterium-sp.-1,.....((((((.((((((((........((((.(.......)...))))........)))))).(((((.((....(((((((....)))))))....)).))))).)))))))).
tRNA_tdbR00000485-Nicotiana_tabacum-4097-Trp-BCA,(((((((.......((((....)))).(((((.......))))).....(((((.......))))))))))))....
tRNA_tdbR00000477-Avian_myeloblastosis_virus-11866-Trp-BCA,(((((((...(......(((((.(.(((((.......))))).))))))(((.......)))).)))))))....
tRNA_tdbR00000550-Neurospora_crassa-5141-Tyr-GUA,(((((((..(((((.........))))).(((((.......)))))(((((....)))))..(((((.......))))))))))))....
5s_Daphnia-magna-1,(((((((((....((((((((.((....((((...(....)...))))..))....)))))).))(((((((.....(((((.(((....))).)))))...))))))))))))))))..
srp_Oryz.sati._AP003333,.....((((........))))......(((....))).......(((((((........(((((.((((((....(((.(((((((..((..............(((((((((((...........((.....(((((((((((((...((((((....))))))..)))))))))))))....))))))))).))))))(((((.(((((....(.((((((....(((....((((((....)))))).....)))..)))))).)...))))).))))).))))))).)))..)))))).)))))..))))))).
5s_Streptomyces-avermitilis-2,(((((((((....((((((((.....((((((.............))))..))....)))))).)).((.((....((((((((....))))))))....)).))..)))))))))..
tRNA_tdbR00000082-Neurospora_crassa-5141-Phe-AA,((.......((((........)))).(((((.......))))).(((.(((((.......)))))..)))))....
srp_Rals.eutr._CP000090,((((((((((((((((((((((.(((((.....((((....(((....)))....))))..)))))...)))))).)))..))))..)))))))))..........
tRNA_tdbR00000292-Haloferax_volcanii-2246-Asn-GUU,(((((((..((((........))))((((((.......))))))....(((((.......))))))))))))....
srp_Magn.magn._AP007255,......((((((......))))................((((.....)))).))....
srp_Sene.crue._SDB-189209,.(((((((.(((...((((((.......((((((.......(((((((......)))))))))))))....))))))((((((((.((((((.....((((((((.((.((((((((((((((.(((((((((((.(((((((....))))))).))))))))))).......(((((......(((..(((((......))..))))))....)))))..))))))))).)))))))....)))))))).))))))))))))))....)))))))))).......................
5s_Haloferax-volcanii-2,....((((((((((((((((((.......((((.............))))........))))))...)))))))...(.((((((....................)))))).).)))))......
5s_Neurospora-crassa-6,(((((((((....((((((((.....((((((............))))...))....)))))).))(((((.......((((.((((....))))))))......)))))))))))))).
5s_Rickettsia-felis-1,(((((((((((....................(..(((((.........................(((.((.....)).)))((((....)))))))))..)......))))))))))).
tRNA_tdbR00000520-Aedes_albopictus-7160-Ini-CAU,....((...((((.....))))..(((((....).)))).....(((((.......))))).))........
srp_Pseu.aeru._X12644,((((((((((((.((((((((..(((((.....((((....(((....)))....))))..)))))...))))).))).))))...))))))))....
srp_Burk.cepa._CP000440,((((((((((((((((((((((((((((.....((((....(((....)))....))))..)))))..))))))).))).))))...)))))))))
5s_Thermotoga-neapolitana-2,((((((((((((.....(((((((((..(((.((.(((((......))))).))..)))...)))))))))(((.((....((((((((....))))))))....)).))).))))))))))))
tmRNA_Ocea.ihey._BA000028_1-364,(((((((....(((.((((.(((((..(((((....(((((((.((((((((.......))))....))))..((((...........))))...........)))))))((((((..(((((....)))))))))))))))).)))))(((((.((((((.....(((((....)))))........)))))).)))))...((((((.(.((((((((..(.........((..(((((((.((((((((...(((((....)))))...)))).)))).................((((....)))).)))))))..)))...)))))))).))))))))))).)))...)))))))....
srp_Homo.sapi._BF908765,.((((((((....(((((..(((((.(((.(((((((((...............((((..(((((((.....)))))))..))))....(((((((.(.((((....))))..).)))))))...........))))))))))))..)))))...))))).....................((....))..........((((((......(((((((((....))).))))))....)))))).....)))))))).......................
tRNA_tdbR00000149-Homo_sapiens-9606-His-GUG,.(((((((...................(((((.......)))))....(((((.......))))))))))))....
tRNA_tdbR00000611-Sinorhizobium_meliloti-382-His-GUG,(((((((..((((.........)))).(((((.......))))).....((.........))....)))))))....
RNaseP_SM-A3761,.........((.((((((........((.((((((((...)))))))).))..)))))).)).....................((((((((........))))))))..((.(((...((((....(((((((.......))))))((((((((((....)))))))).))..)...))))...)))..))..((((.....(((((..(((((.((((((((((((.....)))))))))))).))((((((((...)))))))).)))..))))).....)))).........(((((((....)))))))............(((((....)))))(((((((..((((((....))))))))))))).....................
5s_Fusarium-sporotrichioides-2,(((((((((......((((((......(((...................))).....))))))...(((((.......(((.(((((....))))))))......))))))))))))))
5s_Tenebrio-molitor-1,(((((((((....(((((((((......((((..((....))..)))).......))))))).))(((((((..((.(((((.(((....))).))))).))))))))))))))))))..
5s_Haloarcula-marismortui-1,...((((((.((.((((((((.(((.((.((((.............)))).)).))).))))))...(.(((((......)))))(.((....))).........))).))..))))))...
5s_Sepia-officinalis-1,(((((((((................(((((((((((((....................))).)))))).))))...........((....))((((((.....)))))))))))))))..
tmRNA_Stap.epid._TRW-176280_1-361,((((((..(((((.......)))))))))))..((.......))(((.(((((......))))).))).........(((((((....)))))))...................(((((.((((.....)))).)))))(((((.(((((((((.......)))))))))..)))))...............................((((((.....(((.......)))....))))))..(((((((((((((........)).)))))))))))................((((....))))......................(((((((((.......))))).))))......
5s_Mycobacterium-bovis-1,(((.((((((.....((((((((.....((((((.(.......)...))))..))....)))))).)).((.((....((((((.....))))))....)).))...))))))))).
16s_A.pyrophilus_domain4,.....((.(.((((.(((..(((((((((((((...(.((((..(((..(((((((.....))))))).))).)))).)..)))))))))))))..))).))))..).)).............(((((....)))))
srp_Sacc.para._BN000251,..(((((.......(((((((.....................(((((((((((((.......))))))..))))))).............(((((.(((((((....)))))))......)))))......(((.((((((..(((((((((.........(((.(((((((....)))))))))))))))))))((((((.((((.(((((((.(((.........(.(((((((..((.(((....(((((((((((.((....)))))))).))))).))))).))))))).)....(((((((...))))))......(((((((((.....(((......))).....))))...)))))..)...........))).)))).....))).)))))))))).........((((((((((....)))))).)))).)))))))))))))))).........)))))((((((....))))))......................
grp1_a.I1.e.T.pigmentosa.C1.LSU.1925,.((((((.......))))))..((........))................((((((((((......)))))))))).(((((((((((.((.......)).))))))).)))).............((((.....((((((.....(((.(((((((((.(((((((((....)))))))))..(((.....)))...)))).....))))))))....)))))).....)))).....((((...((((((((....))))))))..))))..........(((((..((((.....(((((((((....)))))))))....)))))))))......(((((....)))))(((((((.....(((......))).....)))))))(((((((((.((....)).))))))))).............(((((......))))).....
srp_Medi.trun._AC136507,((((((........))))))((..(((....))).))........(((((..((((((((.(.(((..((((((((((((.(((((.(....(((.((((((.((.(((((.((((((((..((((((.(((((((((((....))))))))))).)))))).......(((((...((..........)).(((((......)))))..)))))..))))))))..)))))))....)))))))))).))))))))))))....)))))..))).)))))).)).)..))))).
5s_Sulfurococcus-mirabilis-1,....(((((((..(((((((((.....))))..))))).)))...)))).......((((((((..((((((((((.(((((.(((....)))))))).))))))))))..))))..))))...
5s_Haloferax-mediterranei-1,.((((((((((((((((((.......(((...............)))........)))))...))))))))...(.((((((....................)))))).).)))))..
tmRNA_Myco.geni._U39713_1-385,......................(((((((............)))))))((((....))))...........(((((....(((((((...............))))))).)))))......................((.((((((.(((((((....))).)))).))))))...)).(((((((((((((.......)))))))))))))....(..........((((((((((......))))))))))...........)..(((((((((((((((.......)))))..)))))))))..)................................................(((.(((((.......)))))....))).
telomerase_AF221910.112-554,...(((((.(((((((((((((((((..((((((....(((.............(((....((((((......(((((((((.................)))))))))))))))...)))............)))))))))...........))))))))))))))))).)))))(((((((((((..............(((((((.(((....)))...(((((............)))))((((.((((..((((((.(((....))).).)))))...))))))))..((((.....))))....(((.......))).............)))))))...))))))..)))))...........((((((((((...(((((...(((((((((((........)))))..)))))).)))))))))))))).)....
5s_Idiomarina-loihiensis-1,.(((((((((.....((((((((....(((((((.((......))..))))..)))...)))))).))(((.((....((((((((...))))))))....)).)))..))))))))).
srp_Bras.napu._EE537348,(((..((((((.....(......)....))))))...)))...((((((((((..((..((((((..((.((((((.((((((((((..((.....((((((((((.((.(((((.(((((((((..(((((((((((((((((....))))).)))))))))..)))......(((((.((((((((((((....))))))...))))..))..))))).)))))))))..)))))))....)))))))))))).))))))))).....).)))))).)).))))).)....)).))))))))))..
tRNA_tdbR00000432-Haloferax_volcanii-2246-Thr-GGU,(((((((..((((.......)))).((((((.....)))))).....(((((.......))))))))))))....
tRNA_tdbR00000313-Haloferax_volcanii-2246-Pro-UGG,(((((((((((((.(((.((.......(((((.......))))).....)))))...)))))..))))))))....
srp_Dict.disc._AJ699381,..(((((...(........)..)))))...........................((((.(((((((((...(((((((.....(((((......(((((((((.(.(((.(((((((((((((.((((.(((((((....))))))).)))).))))))...((((.......))))....(((....)))...................)))))))..))).).))...)))))))....))))))))))))...)))))))))...))))......
5s_Bacillus-anthracis-7,.(((((((((...((((((((...((..((((((.......)))..)))..))....)))))).)).((..........(((((...))))).((....)).)).))))))))).....
grp1_a.I1.e.A.capsulatus.CBS213.53.C1.SSU.943,............((((((.(((((.....))))).)..))))).((((....))))..............((((.................(((((((((......)))))))))..((((((((..(((((((...(((......(((((((......(((((((((.....)))))))))((((((((.....)))).......)))).....)))))))..........)))...)))))))((....(((((.(((.((((((((((....)))))))))).))).)))))..)).............))))))))(((..((((((.....))))))..))).........))))..((((((((....))))))))..((((.....))))...........
5s_Paracoccus-versutus-1,((((((((.(((.((....)).))).(((...((((...................((((((((.......))))))))(((((....))))))))).....)))..))))))))..
srp_Bifi.adol._AP009256,....((((((((((((.(((((.......)))).....(((((((....).................))))))..)..))))))))))))........
5s_Hyphomicrobium-sp.-1,(((((((((((......((((((....(((((((.(.......)...))))..)))...))))))...(((.((....(((((((....)))))))....)).))).))))))))))).
tmRNA_Camp.coli._TRW-306254_1-359,...((((((((.(((((....)))))))))).................)))((((((............))))))......((.((((.......)))).))...((((((((((((((.......))))))))..))..))))((((((.((((((...........)))))).)))))).................(((((((((.......)))).)))))..........(((.((((((((((...................)))))))))).))).......((...(.......)...)).....................(..(((((.......))))).....).....
tRNA_tdbR00000583-Aeropyrum_pernix-56636-Cys-GCA,((((((((.(((...........))).(((((.......))))).......((((.......))))))))))))....
srp_Camp.jeju._CP000538,(((((((((((((((((((((((.((((((((......(((.....(((....))).....)))...)))))))))))).)).))))))..)))))))))))....
5s_Coprinopsis-radiata-1,..(((((((....((((((((...((..((((.(......)...))))..))....)))))).))((((((......((.(.((((....))))).)).....)))))))))))))..
5s_Porphyra-tenera-1,(((((((((......((.((..(((....(((((...........))))).......)))))..)).((((((......(((((.(((....)))))))).....))))))))))))))).
5s_Caenorhabditis-elegans-1,(((((((((......((((((....(..((((............))))..).....))))))...((((((......(((((.(((....))).)))))....))))))))))))))).
5s_Saccharomyces-cerevisiae-4,((..((((...................))))..))........((((((((((......(((....)))..(((((((.(((((.(((....))))))))...)))).)))))))))))))
RNaseP_S.acidocaldarius,.(((((((((((((((((((((((.......((((.(((((((((...(((((..(((((.((((((..(.......(((((((((((....)))))).))))).......(...(((((((((((((.............((..((((((((((((....)))))))))))))).....)))))))))))))......)..)....)))))).)))...))..)))))....)))))..((......)))))).))))......))))...)))))......(.......)......))))))))))))))...
5s_Fusarium-culmorum-6,(((((((((.........((.....))(((((...((........((((.((((((((.((...))))))))).....).))))(((....)))....))...)))).).)))))))))
tmRNA_Acti.naes._TRW-240017_1-371,(((((((...........((((((((((((((((.(.((.((((.(.((((.(((......))))))).)..)))))).)..)))))(((((((((...........)))))(((((((..(((((.......)))))...)))))))((((((.((((((..((....))))))))...))))))..................((((((((((.........))))))))))((((((((........(((((..(((((((.((((....))))))))))))))))...........................)))))))).)))).)))))))))))...(((((.......))))))))))))....
tmRNA_Brev.line._TRW-321955_1-377,(((((((........((((((((((((((..((((((....((.(((.((...(((((((.(((.......)))..)))))))....(((.(((((..............))))).))))))))((((..((((....))))))))..))...)))))))))(((((((.......))))))))))).)))))))...............((((((((((((.....))))))))))))((((((........(((((((((((((((.((((....)))).))))))...................)))))).......)))))))))(...............)...(((((.......))))))))))))....
5s_Campylobacter-jejuni-3,..((((((((....((.((((((.....((((((.............))))..))....))))))))......(((..((((.(((.........)))....)))).)))))))))))..
5s_Anthoceros-punctatus-1,((((((((....(((((((..(.((..((((.(......)...))))..))...).))))).))(((((..(....((((((.((....))))))))...)..)))))))))))))..
tmRNA_Stre.coll._AY485228_1-386,...........(((((((((.....)))))))))..............(((((..(((((..................)))))........((((((...........))))))..)))))((((((....(((((.......)))))..)))))).(((.(((..(((((((.(((((.(.......).)))))...)))))))...))).)))......((...((((((....)))))).....))...................((((..((((((.............)))))))))).........((..(((((........((((.....)))).)))))..))..((..(((((.......))))).....))....
5s_Streptomyces-avermitilis-3,(((((((((....((((((((.....((((((.............))))..))....)))))).)).((.((....((((((((....))))))))....)).))..)))))))))..
5s_Saccharomyces-cerevisiae-5,((..((((...................))))..))........((((((((((......(((....)))..(((((((.(((((.(((....))))))))...)))).))))))))))))).
5s_Emericella-nidulans-3,(((((((((....((((((((.......(((..............))).........)))))).))((((((......(((((.(((....)))))))).....)))))))))))))))
5s_Xanthomonas-oryzae-1,.(((((((((.....((((((((....(((((((((.......))..))))..)))...)))))).))(((.((....(((((((....)))))))....)).)))..)))))))))
tRNA_tdbR00000206-Loligo_bleekeri-6617-Lys-UUU,.....................((((.((((((((((.....)))))))))).))))((((((......))))))..
srp_Eime.tene._CD666347,.....((((..........)))).....(((((((((..((((.(.((((.(((((((((((((((((((((.(....).))))))))))((((..(((.((((((((((((((((((......))))..)))))))......((((((((.(((((.((.....(.(((....))).((((......))))))).))))).))))))))......)))))))..))))))).))))))))))))))).).))))..)))))))))...
5s_Cryptosporidium-parvum-2,((.((((((.....(((((((.......((((............))))........)))))))..((((((((....((.((((((....))))))))...)))).)))))))))).))...
5s_Thermococcus-kodakarensis-1,(((.(((((((....((((((((...((..((((..(((...)))..))))..))....)))))).))((((((((.....((((((((.....))))))))....))))))))))))))))))..
srp_Leis.dono._AY722735,.....((((.(((((((...((((.((((((((.(.....).))))).))).))))....))))))).))))......(((((.(.(((((((((((....)))))))...)))).))))))................
RNaseP_N.plantarum,..........((.(((((((...)))))))((((....)))).........................(((((................(((.....)))))))..)((......(((((.........)))))((((((((((....)))))))).)).......))...))...(((..((((...(.((((((.(.((......((....)).(.....))).).)))))).)...)))))))...((((((((....)))))))).................(((((.(((....))).)))))
5s_Bacillus-halodurans-1,((((((((((...((((((((...(((.((((((.......))))..))).))....)))))).)).((.((....((.(((((...))))).))....)).)).)))))))))).
tmRNA_Dict.ther._TRW-14_1-350,(((((((...........(((((((..((((((((((((((((((((((((((((....))))))).........((((.........))))..........((((...(((((((......)))))))(((((((((((((((.........))))))))))))))).............((..(((((((...........)))))))..))......((((..((((((((((((.((((......)))).)))))))))))).............)))))))).))))))...))))))))))))))))))))))...(((((.......))))))))))))....
RNaseP_EF,................(((((.......))))).((((((...)))))).((((....)))).........((...............(....((((....))))..)............((((((.......)))))).((((.(((....)))..))))))........................(((......((((((..(((((.....))))))))))).....))).......((((.(((....))).))))((.(((((.......))))).)).............
srp_Stre.pneu._AE005672,(((((((((((((..(((.....((((....(((....)))....))))...)))....))))))).))))))....
5s_Mycobacterium-tuberculosis-4,...((((((.....((((((((.....((((((((.......))..))))..))....)))))).))(((.((....(((((((...)))))))....))..))).))))))....
tRNA_tdbR00000213-Haloferax_volcanii-2246-Leu-GAG,(((((((...........((((.((((.(((((((.....))))))).))))...)))).(((((.......))))))))))))....
5s_Geobacillus-stearothermophilus-4,(((((((((((..(((.(((((.....(((((...............))..)))....))))).).)).((.......((.(((((....))))).)).......))))))))))))).
RNaseP_Prochlorococcus-TATL2,...........((..(((((((..............(((((.....)))))(((((....))))......................((((((..((((.....)))))))......((..(((((((.......)))))))))((((((....)))))).....)))........).)))))))...(((.(((((((.................)))))))....)))(((......)))...............((((.((((((((......)))))..))).))))...........)).....
RNaseP_H.cutirubrum,(((.(((((.............(((((....)))))(((..((((((((....(.((((((.....(((((((((....))))))((((((.....((((....................(.(((((((((.........((((.....(((..(((....)))..))..)......))))..((.((((((((((.....))))))))))..))((.........))....))))))))).)........)))).....))))))((((...(((((((((.((.((((.......))))(((....)))))))))))))).)...))).....)))..)))))).)..)))))))).)))))))).)))....
5s_Bacillus-anthracis-10,((((((((((...((((((((...((..((((((.......)))..)))..))....)))))).)).((..........(((((...)))))..........)).))))))))))....
srp_Stap.aure._CP000703,(((((((((((((((((.......))))))....(((((....(((((....((((.......))))....)))))((((..((((((((((....((((((..((((((......((((((((((((((((((((((((..((((.....((((....(((....)))....))))...))))....)))))).))).)))))...)))))))))).))).))).))))))..)).)))))))).))))))))).)))))...))))))
srp_Stre.pyog._AE014139,.........(((((((((((((..(((.....((((....(((....)))....))))...))).....))))))).))))))................
srp_Para.symb._BX908798,(((((((((.((((.((.((((....((((.....((((....(((....)))....))))...)))).....)))).)).))))....)))))))))....
srp_Shew.balt._CP000563,(((..((((((((((.(((((((((((...(((((.....(((.....(((....))).....)))..)))))....)))).))).))))....))))))))))..))).....
5s_Phascolopsis-gouldii-1,(((((((((....((((((((..(((..((((..((....))..))))..)))...)))))).))(((((((.....(((((.(((....))).)))))...))))))))))))))))..
RNaseP_P.douglassii,...(.....((((..((((..((((((((.((((((.....(..((((((.((((.(((..........(((((.......)))))..(((.(((((.....))))).)).).))).)))).)))))))..)))))).((.(((((..........))))).))..((((((......((((((..(((((((....))))))).))))))...))))))))))))))..))))))))((((.((((....((((((....(..........)..............))))))..))))..))))......................)..
RNaseP_S.lividans,...(((((((((((((((.((.((((((((....)))))))).))..(((((((((.(((((...(((..((((...(((.....)))..(((((....))))..)......((........))...(((((((.(((....))).)))))..)).......((((((.......))))))((((((((((....)))))))).))......))))..))))))))........(.(((((((((....))))))))).).)))))))))...))))))))))))).))...(((((.(..((((((.((((((((....))))))))...(((((....))))).((((((((.((.....)).))))))))........))))))..).))))).........
5s_Candidatus-Tremblaya-princeps-5,..(((((((((((......((((....((((.(((...........)))...))))...))))))))((((.......(((((((.....))))))).......))))..)))))))
RNaseP_CPA54,.........((..((((.........)))).((((((...)))))).((((....))))..))............................((((((....))))))...............((((((.......))))))(((((.(((....))))))))......................((..((((......(((((((...((((.....))))))))))).....))))))....((((((((....))))))))...(((........)))..............
5s_Bursaphelenchus-xylophilus-1,(((((((((.............(((.(((........(((((((((((.((((((((........)))))))).))...)))))))))..))).)))............))))))))).
5s_Artemia-sp.-4,.((((((((....((((((((...(..(((((..((....))..))))..).)...)))))).))(((((((..((.(((((.(((....))).))))).)))))))))))))))))...
grp1_a.I1.e.C.merochlorophea.UNK.SSU.1389,....(((((((((....)))))))))..............(((((((.......))))))).....(((((........)))))(((((((((((.......((...((((((.......))))))...))................((((((((((((((......)))))))................(((((((((....))))).)))).................))))))).................)))))))))))
tmRNA_Stap.aure._BA000017_1-362,((((((..(..((.......)).).))))))...((.......)).((.(((((......))))).))..........(((((......)))))....................((((....(((......)))..))))(((((.(((((((((.......)))))))))..)))))...................(((((((...............)))))))...................((((((((..(((.(.....))))...)))))))).................((((((..........))))))...........(((((((((.......))))).))))......
5s_Starkeya-novella-1,.(((((((((((....((((((((....(((((((((.......))..))))..)))...)))))).))(((.......(((.(((....))).))).......))).))))))))))).
RNaseP_DU1,.............((((((..(((((((((((.((((.(((((.....)))))..))))...............................))))))))...(...............((((((.......)))))).((((((((....)))).)))).....).....)))...))))))............(((((((...((((.....)))))))))))((((...........((((((((....))))))))((.(((((.......))))).))...))))......
tmRNA_Exig.sibi._TRW-262543_1-359,((((((((((((((......................)))))))(((..(((((......))))).....)))((((.((((....))))........................(((((..((((.(((((.....(((((((((.(.....).))))))(((....(((((((........((((((....((((.(...(((((((((..............................))))))))).....))))).....)))))).....))))))).....)))...)))....))))).)))))))))....)))).........(((((.......))))))))))))....
5s_Brucella-suis-2,(((((((((((....((((((((....(((((((((.......))..))))..)))...)))))).))(((.((....((.((((....)))).))....)).))).))))))))))).
5s_Mannheimia-succiniciproducens-1,((((((((.((....((((((....(((((((.............))))..)))...))))))....((.((....((((((((...))))))))....)).)))).))))))))
5s_Haemophilus-aegyptius-1,((((((((......(((((((....((((((((...........)))))..)))...))))))).((((.((....((((((((...))))))))....))..)))))))))))).
RNaseP_ESH183D,.............(((((..............((((.....))))..((((....)))).......................((((.((((((((....)))))))).)))).......................)))))..((((......((((((.....((....)).....)))))).....))))......((((((((....)))))))).............(((..(((((((((..((....))..))))))))).)))............
